flight_path,number_of_flights,mean_departure_delay,probablility_of_dep_delay,max_departure_delay,mean_arrival_delay,probablility_of_arr_delay,max_arrival_delay,flag_Isolation Forest,score_Isolation Forest,flag_Local Outlier Factor,score_Local Outlier Factor,flag_One-Class SVM,score_One-Class SVM,flag_Elliptic Envelope,score_Elliptic Envelope,flag_DBSCAN,score_DBSCAN,votes,consensus
"Aberdeen, SD -> Minneapolis, MN",60,9.983333333333333,0.25,318.0,4.916666666666667,0.35,299.0,False,0.04834202321172232,False,0.018233354695615614,False,0.046811063450409515,False,0.0024343088984605504,False,0.0,0,False
"Abilene, TX -> Dallas/Fort Worth, TX",168,5.428571428571429,0.23809523809523808,453.0,8.273809523809524,0.47023809523809523,432.0,False,0.1870362524742551,False,0.10848447957620384,False,0.17716516318843933,False,0.009225627587357291,False,0.0,0,False
"Adak Island, AK -> Anchorage, AK",9,-1.3333333333333333,0.4444444444444444,21.0,-11.11111111111111,0.2222222222222222,17.0,False,0.18489108315487224,False,0.12481521847931329,False,0.1781661402953448,False,0.0038111778173380434,False,0.0,0,False
"Aguadilla, PR -> Fort Lauderdale, FL",58,8.706896551724139,0.5172413793103449,87.0,4.517241379310345,0.4827586206896552,79.0,False,0.11555907900825539,False,0.014089167237163141,False,0.11252056050335069,False,0.0015953544033973075,False,0.0,0,False
"Aguadilla, PR -> New York, NY",34,4.352941176470588,0.4117647058823529,50.0,0.8529411764705882,0.4117647058823529,69.0,False,0.05179719115807792,False,0.017881783514030768,False,0.11268307097971858,False,0.0016737218605245919,False,0.0,0,False
"Aguadilla, PR -> Newark, NJ",31,12.774193548387096,0.41935483870967744,156.0,3.870967741935484,0.3548387096774194,160.0,False,0.035542523467838184,False,0.01791307587287139,False,0.06783584737849302,False,0.0011151186673660353,False,0.0,0,False
"Aguadilla, PR -> Orlando, FL",72,18.25,0.4444444444444444,624.0,12.069444444444445,0.4166666666666667,631.0,False,0.25030109091069835,False,0.051241486865050916,False,0.16919903850313997,False,0.01989090790356492,False,0.0,0,False
"Akron, OH -> Atlanta, GA",87,7.620689655172414,0.26436781609195403,509.0,4.436781609195402,0.40229885057471265,520.0,False,0.1776938686001366,False,0.036225680830817994,False,0.1608959877827826,False,0.014914216349039439,False,0.0,0,False
"Akron, OH -> Charlotte, NC",139,8.007194244604317,0.2517985611510791,415.0,-0.9712230215827338,0.2805755395683453,396.0,False,0.12204348760955054,False,0.016731038693717556,False,0.061565231513928675,False,0.004943509865531584,False,0.0,0,False
"Akron, OH -> Chicago, IL",54,12.166666666666666,0.3888888888888889,160.0,12.0,0.48148148148148145,181.0,False,0.057075148336554804,False,0.015946546348703863,False,0.05424061428663113,False,0.0017185336598421043,False,0.0,0,False
"Akron, OH -> Fort Myers, FL",14,-2.5714285714285716,0.21428571428571427,22.0,-7.714285714285714,0.2857142857142857,41.0,False,0.08937704482646516,False,0.022540941050172684,False,0.07710791634554313,False,0.0016431542579733796,False,0.0,0,False
"Akron, OH -> Houston, TX",29,12.655172413793103,0.2413793103448276,209.0,21.448275862068964,0.5862068965517241,236.0,False,0.18144546186784583,False,0.09112394721368249,False,0.11897467029815133,False,0.005239370656094224,False,0.0,0,False
"Akron, OH -> New York, NY",25,-5.16,0.12,10.0,-8.12,0.32,34.0,False,0.16834367463080388,False,0.03995989327132862,False,0.10845184539269052,False,0.002992148060059924,False,0.0,0,False
"Akron, OH -> Newark, NJ",48,37.916666666666664,0.3541666666666667,999.0,35.395833333333336,0.4791666666666667,991.0,True,0.5318903668182156,False,0.02776093126667551,False,0.1539527177507407,False,0.04502766846354783,False,0.0,1,False
"Akron, OH -> Orlando, FL",24,2.0833333333333335,0.25,87.0,-1.25,0.3333333333333333,120.0,False,0.021581996780869795,False,0.01972428856162184,False,0.053933010710067494,False,0.002700892295293677,False,0.0,0,False
"Akron, OH -> Philadelphia, PA",62,10.419354838709678,0.20967741935483872,273.0,4.354838709677419,0.3548387096774194,249.0,False,0.061783481886817836,False,0.022882627483959573,False,0.048584272954746065,False,0.002430423992178436,False,0.0,0,False
"Akron, OH -> Tampa, FL",10,19.9,0.3,190.0,30.9,0.7,198.0,False,0.32480962216838044,False,0.0744926700818697,False,0.1375196633046359,False,0.008917256837025886,False,0.0,0,False
"Akron, OH -> Washington, DC",31,27.258064516129032,0.3225806451612903,280.0,27.419354838709676,0.4838709677419355,281.0,False,0.215367577371807,False,0.05541119711179225,False,0.09556418203178098,False,0.010474601159651025,False,0.0,0,False
"Albany, GA -> Atlanta, GA",83,2.783132530120482,0.1566265060240964,153.0,-5.108433734939759,0.1566265060240964,166.0,False,0.10468378486457068,False,0.030215804429454138,False,0.029940957291294215,False,0.001682468371863407,False,0.0,0,False
"Albany, NY -> Atlanta, GA",84,17.654761904761905,0.20238095238095238,1197.0,-0.9166666666666666,0.16666666666666666,1241.0,True,0.615569739492436,False,0.08874860477856318,True,0.2868140944452995,True,0.11934029416842666,False,0.0,3,True
"Albany, NY -> Baltimore, MD",135,4.281481481481482,0.25925925925925924,135.0,-3.0444444444444443,0.25925925925925924,130.0,False,0.027546201184820894,False,0.00909582008934584,False,0.010072540282095244,False,0.0002585352783062053,False,0.0,0,False
"Albany, NY -> Charlotte, NC",84,-0.6785714285714286,0.14285714285714285,100.0,-15.083333333333334,0.14285714285714285,81.0,False,0.18943784162405186,False,0.03217427738643087,False,0.023864525576887147,False,0.002296612403767848,False,0.0,0,False
"Albany, NY -> Chicago, IL",166,12.80722891566265,0.43373493975903615,382.0,6.367469879518072,0.39759036144578314,367.0,False,0.12147635682375459,False,0.039891817631245545,False,0.0739578573525717,False,0.0031056485061886226,False,0.0,0,False
"Albany, NY -> Detroit, MI",44,7.363636363636363,0.1590909090909091,314.0,-5.318181818181818,0.22727272727272727,306.0,False,0.11417478447190832,False,0.038140858892859945,False,0.07810477762842524,False,0.004745373007746406,False,0.0,0,False
"Albany, NY -> Fort Lauderdale, FL",57,11.982456140350877,0.5263157894736842,116.0,4.824561403508772,0.43859649122807015,153.0,False,0.08792688401951256,False,0.014244058418065027,False,0.08816408218193701,False,0.005218125097148814,False,0.0,0,False
"Albany, NY -> Fort Myers, FL",12,18.916666666666668,0.6666666666666666,122.0,27.75,0.5833333333333334,155.0,False,0.29618440808589214,False,0.05375336486410688,False,0.14002810085557896,False,0.012052546588269007,False,0.0,0,False
"Albany, NY -> Newark, NJ",22,92.95454545454545,0.7727272727272727,854.0,92.68181818181819,0.8181818181818182,835.0,True,0.8789213644431658,True,0.16338288114461127,True,0.7571456672459527,True,0.11125979298702438,True,0.9999999989999999,5,True
"Albany, NY -> Orlando, FL",104,6.105769230769231,0.3173076923076923,194.0,-0.4423076923076923,0.3557692307692308,201.0,False,0.015789465767937504,False,0.013488534016683592,False,0.023331092090107128,False,0.0006940535343269374,False,0.0,0,False
"Albany, NY -> Punta Gorda, FL",12,31.166666666666668,0.25,442.0,43.416666666666664,0.5,458.0,False,0.4370717684845529,True,0.15543257318654857,False,0.2482969258153357,False,0.024160977028423687,False,0.0,1,False
"Albany, NY -> Sanford, FL",12,13.5,0.3333333333333333,124.0,25.583333333333332,0.6666666666666666,152.0,False,0.2482524471160951,False,0.053304063375626314,False,0.10744336812901786,False,0.006525173069200868,False,0.0,0,False
"Albany, NY -> St. Petersburg, FL",13,0.9230769230769231,0.38461538461538464,44.0,20.0,0.7692307692307693,94.0,False,0.3469516115797702,False,0.07881916490619495,False,0.20020320724581758,False,0.013351703871880597,False,0.0,0,False
"Albany, NY -> Tampa, FL",31,5.161290322580645,0.45161290322580644,123.0,0.6129032258064516,0.41935483870967744,120.0,False,0.030256303840519645,False,0.015416201956066593,False,0.1065343648571147,False,0.0017337512848626913,False,0.0,0,False
"Albany, NY -> Washington, DC",103,22.980582524271846,0.3592233009708738,452.0,14.368932038834952,0.33980582524271846,428.0,False,0.18159505284608432,False,0.04410427338777295,False,0.04983210162938225,False,0.005811479361725619,False,0.0,0,False
"Albuquerque, NM -> Atlanta, GA",58,-0.8793103448275862,0.20689655172413793,30.0,-7.224137931034483,0.27586206896551724,84.0,False,0.07602765749000015,False,0.01944872963019594,False,0.03858157901973359,False,0.007323520921817904,False,0.0,0,False
"Albuquerque, NM -> Austin, TX",25,-2.08,0.2,33.0,-13.64,0.12,28.0,False,0.16340617018179837,False,0.019246238695252854,False,0.04934167600858037,False,0.0013275316857455275,False,0.0,0,False
"Albuquerque, NM -> Baltimore, MD",28,3.642857142857143,0.35714285714285715,82.0,-9.714285714285714,0.10714285714285714,59.0,False,0.12580926835334835,False,0.05722384713803385,False,0.10910436489105663,False,0.0030220967073157825,False,0.0,0,False
"Albuquerque, NM -> Chicago, IL",107,12.532710280373832,0.2616822429906542,583.0,9.25233644859813,0.411214953271028,588.0,False,0.22367085119028732,False,0.026556964907530654,False,0.13423025227895644,False,0.015067345426385685,False,0.0,0,False
"Albuquerque, NM -> Dallas, TX",142,2.0,0.2887323943661972,91.0,-6.302816901408451,0.18309859154929578,86.0,False,0.07467014878000199,False,0.04175131417380737,False,0.040825532534488895,False,0.0011644128660761456,False,0.0,0,False
"Albuquerque, NM -> Dallas/Fort Worth, TX",214,0.7009345794392523,0.24299065420560748,203.0,-0.32710280373831774,0.308411214953271,201.0,False,0.0811863864751124,False,0.021126326855593056,False,0.05564702641626633,False,0.001581432051001456,False,0.0,0,False
"Albuquerque, NM -> Denver, CO",132,3.3106060606060606,0.2727272727272727,108.0,-1.9393939393939394,0.25757575757575757,141.0,False,0.029113342295083056,False,0.01486510599916993,False,0.01909768188853204,False,0.0029990250963981245,False,0.0,0,False
"Albuquerque, NM -> Houston, TX",211,-0.5071090047393365,0.16587677725118483,251.0,-7.151658767772512,0.18009478672985782,280.0,False,0.20381447427478125,False,0.05252737732577969,False,0.09390031360195761,False,0.004709607379508258,False,0.0,0,False
"Albuquerque, NM -> Kansas City, MO",28,-0.21428571428571427,0.21428571428571427,20.0,-7.035714285714286,0.21428571428571427,27.0,False,0.0888271526049824,False,0.014623857385890959,False,0.05383149698794831,False,0.0009068475961027931,False,0.0,0,False
"Albuquerque, NM -> Las Vegas, NV",102,1.9215686274509804,0.2647058823529412,56.0,-3.0784313725490198,0.29411764705882354,50.0,False,0.06485258704094367,False,0.03482567123985869,False,0.04356654885036662,False,0.0005916973784518967,False,0.0,0,False
"Albuquerque, NM -> Los Angeles, CA",68,3.1470588235294117,0.3088235294117647,57.0,-6.6911764705882355,0.2647058823529412,57.0,False,0.04938160933928165,False,0.015214017708248956,False,0.044462042877992124,False,0.0005700428640871031,False,0.0,0,False
"Albuquerque, NM -> New York, NY",19,11.736842105263158,0.42105263157894735,125.0,1.0,0.3157894736842105,119.0,False,0.03375654751093984,False,0.025427316749933634,False,0.08393860770518476,False,0.0011210858712706615,False,0.0,0,False
"Albuquerque, NM -> Oakland, CA",54,16.055555555555557,0.46296296296296297,302.0,2.740740740740741,0.3148148148148148,291.0,False,0.10812342911800563,False,0.07470599195450872,False,0.09218624680082683,False,0.003054655149539577,False,0.0,0,False
"Albuquerque, NM -> Orlando, FL",14,7.571428571428571,0.6428571428571429,63.0,-8.857142857142858,0.2857142857142857,25.0,False,0.2490429165480969,False,0.03493371170693966,False,0.2090307954488347,False,0.007234870766193883,False,0.0,0,False
"Albuquerque, NM -> Phoenix, AZ",295,6.322033898305085,0.3389830508474576,324.0,-1.0983050847457627,0.27796610169491526,309.0,False,0.1249069114930864,False,0.019557133327990004,False,0.08938973442107392,False,0.002978718172947692,False,0.0,0,False
"Albuquerque, NM -> Salt Lake City, UT",34,-1.5,0.14705882352941177,93.0,1.7941176470588236,0.4411764705882353,96.0,False,0.08664223606789914,False,0.02196518745665231,False,0.10366880816211362,False,0.0022976795854523515,False,0.0,0,False
"Albuquerque, NM -> San Diego, CA",70,0.18571428571428572,0.24285714285714285,41.0,-4.557142857142857,0.2714285714285714,39.0,False,0.06150024709383803,False,0.01957053533401037,False,0.045472374328714954,False,0.00044218140302285135,False,0.0,0,False
"Albuquerque, NM -> San Francisco, CA",51,13.0,0.29411764705882354,327.0,8.372549019607844,0.39215686274509803,311.0,False,0.06821067320915487,False,0.03251052110161445,False,0.05180629456984784,False,0.0024844423493812673,False,0.0,0,False
"Albuquerque, NM -> San Jose, CA",5,66.6,0.2,351.0,54.6,0.2,331.0,True,0.6308234070098876,True,0.3855719711539599,True,0.7214487138092474,True,0.1365463733397374,True,0.9999999989999999,5,True
"Albuquerque, NM -> Seattle, WA",31,-2.903225806451613,0.22580645161290322,108.0,-1.935483870967742,0.3870967741935484,92.0,False,0.06549732824901337,False,0.04536748480032119,False,0.08632261871606713,False,0.0028729516193265244,False,0.0,0,False
"Alexandria, LA -> Atlanta, GA",108,-4.796296296296297,0.1574074074074074,87.0,-11.074074074074074,0.19444444444444445,142.0,False,0.16361085313585996,False,0.046013390286926394,False,0.03260761421533472,False,0.008180376739659394,False,0.0,0,False
"Alexandria, LA -> Dallas/Fort Worth, TX",88,0.32954545454545453,0.2840909090909091,179.0,-0.056818181818181816,0.3977272727272727,174.0,False,0.04127131198897743,False,0.07641086314246279,False,0.060554093608854775,False,0.0018793164109154356,False,0.0,0,False
"Alexandria, LA -> Houston, TX",58,0.7586206896551724,0.15517241379310345,188.0,6.482758620689655,0.4827586206896552,183.0,False,0.12887956274562576,True,0.134286817990708,False,0.11391083437049858,False,0.0034669610884048535,False,0.0,1,False
"Allentown/Bethlehem/Easton, PA -> Atlanta, GA",67,7.059701492537314,0.3582089552238806,227.0,3.970149253731343,0.3283582089552239,229.0,False,0.022523504232496567,False,0.034001478689505246,False,0.04510405700407778,False,0.0014770576014065061,False,0.0,0,False
"Allentown/Bethlehem/Easton, PA -> Charlotte, NC",79,3.2278481012658227,0.25316455696202533,250.0,1.7215189873417722,0.4050632911392405,219.0,False,0.03881980116670725,False,0.048022920813214624,False,0.05599089860892186,False,0.003761351011966677,False,0.0,0,False
"Allentown/Bethlehem/Easton, PA -> Chicago, IL",35,36.22857142857143,0.34285714285714286,344.0,28.857142857142858,0.4,325.0,False,0.28942451731643365,False,0.06761645538585413,False,0.1293216248551134,False,0.020466549014941392,False,0.0,0,False
"Allentown/Bethlehem/Easton, PA -> Detroit, MI",85,20.611764705882354,0.29411764705882354,350.0,14.4,0.29411764705882354,331.0,False,0.15894341802094558,False,0.03095836549384307,False,0.07415657780348087,False,0.005637403858857536,False,0.0,0,False
"Allentown/Bethlehem/Easton, PA -> Punta Gorda, FL",9,-1.2222222222222223,0.2222222222222222,8.0,-1.2222222222222223,0.4444444444444444,16.0,False,0.1408588625099545,False,0.03216352676701858,False,0.1336414384300979,False,0.0021415183356002657,False,0.0,0,False
"Allentown/Bethlehem/Easton, PA -> Sanford, FL",31,1.3225806451612903,0.3225806451612903,75.0,-3.129032258064516,0.3225806451612903,50.0,False,0.037176887034862105,False,0.012022080609831672,False,0.07816659736294936,False,0.0017101968672964736,False,0.0,0,False
"Allentown/Bethlehem/Easton, PA -> St. Petersburg, FL",11,-3.1818181818181817,0.18181818181818182,28.0,-2.909090909090909,0.2727272727272727,49.0,False,0.09304922867967859,False,0.01929203416276859,False,0.08711657486838573,False,0.002062298670890122,False,0.0,0,False
"Alpena, MI -> Detroit, MI",28,22.357142857142858,0.42857142857142855,277.0,20.25,0.4642857142857143,277.0,False,0.1398636626849154,False,0.020723935111292714,False,0.0558577631470754,False,0.003997487393242529,False,0.0,0,False
"Alpena, MI -> Pellston, MI",20,52.0,0.45,337.0,41.25,0.35,326.0,False,0.4513605018392714,False,0.11079842923440841,True,0.28033600781269674,True,0.052052836158811566,False,0.0,2,True
"Amarillo, TX -> Dallas, TX",115,-0.5391304347826087,0.08695652173913043,281.0,-5.043478260869565,0.2,279.0,False,0.19202254162955587,False,0.06823823033729931,False,0.10490516207657133,False,0.002775056860866774,False,0.0,0,False
"Amarillo, TX -> Dallas/Fort Worth, TX",173,2.861271676300578,0.23699421965317918,160.0,4.335260115606936,0.4161849710982659,169.0,False,0.0843399849432804,False,0.06493944117174189,False,0.07182037082428569,False,0.0013506007336604267,False,0.0,0,False
"Amarillo, TX -> Houston, TX",68,2.014705882352941,0.14705882352941177,190.0,-3.1029411764705883,0.16176470588235295,193.0,False,0.10412160480825654,False,0.024279919161021738,False,0.04756452026492392,False,0.0016620041653937422,False,0.0,0,False
"Amarillo, TX -> Las Vegas, NV",31,-0.22580645161290322,0.12903225806451613,48.0,-10.96774193548387,0.12903225806451613,40.0,False,0.13564920949492493,False,0.01835425715171284,False,0.04939229688807645,False,0.0017526547032629904,False,0.0,0,False
"Amarillo, TX -> Phoenix, AZ",29,-4.689655172413793,0.06896551724137931,70.0,-3.413793103448276,0.3103448275862069,62.0,False,0.1459827025532594,False,0.03037894741355911,False,0.11806986779988113,False,0.0023043326774866324,False,0.0,0,False
"Anchorage, AK -> Adak Island, AK",9,-5.666666666666667,0.1111111111111111,49.0,-24.88888888888889,0.1111111111111111,36.0,False,0.3210530616296423,False,0.07756073629157101,False,0.10936278331690027,False,0.0065240446112168,False,0.0,0,False
"Anchorage, AK -> Bethel, AK",65,1.523076923076923,0.23076923076923078,148.0,-0.36923076923076925,0.27692307692307694,150.0,False,0.02111319445188012,False,0.010360225288562551,False,0.02431254252509831,False,0.0006869181955196488,False,0.0,0,False
"Anchorage, AK -> Chicago, IL",11,-8.454545454545455,0.0,-3.0,-14.090909090909092,0.09090909090909091,1.0,False,0.40432613262155037,False,0.01577864252466498,False,0.1735859286454348,False,0.0028083111683617434,False,0.0,0,False
"Anchorage, AK -> Cordova, AK",30,-2.033333333333333,0.1,100.0,1.0666666666666667,0.3333333333333333,113.0,False,0.09421801340776685,False,0.03156154526023177,False,0.10414388117581921,False,0.001994155976090783,False,0.0,0,False
"Anchorage, AK -> Deadhorse, AK",60,-2.0833333333333335,0.13333333333333333,62.0,-5.683333333333334,0.21666666666666667,57.0,False,0.09627816959977328,False,0.01085216876658941,False,0.042101251261075515,False,0.0009652695493229143,False,0.0,0,False
"Anchorage, AK -> Denver, CO",37,0.16216216216216217,0.24324324324324326,77.0,-8.243243243243244,0.24324324324324326,77.0,False,0.04399847870907127,False,0.005628084535124728,False,0.030177850510810414,False,0.00045189809043588074,False,0.0,0,False
"Anchorage, AK -> Fairbanks, AK",190,-4.573684210526316,0.15789473684210525,116.0,-5.752631578947368,0.18947368421052632,117.0,False,0.18588372813577164,False,0.058321582450018075,False,0.07788349498902879,False,0.002617911800325313,False,0.0,0,False
"Anchorage, AK -> Honolulu, HI",31,-4.903225806451613,0.0967741935483871,13.0,-21.93548387096774,0.0967741935483871,35.0,False,0.315604319334516,False,0.04150160424784174,False,0.08816753571596618,False,0.006839007316474259,False,0.0,0,False
"Anchorage, AK -> Juneau, AK",105,-1.2666666666666666,0.20952380952380953,130.0,-1.9428571428571428,0.2571428571428571,132.0,False,0.04919285845505571,False,0.022065127210148684,False,0.025662550783423874,False,0.0011798819191945016,False,0.0,0,False
"Anchorage, AK -> Kahului, HI",17,-7.235294117647059,0.058823529411764705,8.0,-14.470588235294118,0.17647058823529413,12.0,False,0.2696769529262278,False,0.026386884811427907,False,0.10696289160186259,False,0.002072642923652585,False,0.0,0,False
"Anchorage, AK -> Kodiak, AK",53,7.132075471698113,0.2641509433962264,145.0,6.169811320754717,0.32075471698113206,155.0,False,0.029049917237358308,False,0.036850632982228994,False,0.05137526714718453,False,0.0011647364846464473,False,0.0,0,False
"Anchorage, AK -> Kona, HI",15,-4.133333333333334,0.13333333333333333,26.0,-28.733333333333334,0.06666666666666667,22.0,False,0.3561361227870756,False,0.06376192105331589,False,0.14715454921206816,False,0.010176726000011155,False,0.0,0,False
"Anchorage, AK -> Kotzebue, AK",57,-2.192982456140351,0.12280701754385964,117.0,-4.43859649122807,0.15789473684210525,116.0,False,0.11168460389864412,False,0.04192271050227634,False,0.05368194516964234,False,0.002100100938208128,False,0.0,0,False
"Anchorage, AK -> Los Angeles, CA",27,-1.037037037037037,0.18518518518518517,49.0,-7.962962962962963,0.4074074074074074,48.0,False,0.09947055085213263,False,0.0627367430472184,False,0.11346983699866746,False,0.004263571175214917,False,0.0,0,False
"Anchorage, AK -> Minneapolis, MN",21,23.476190476190474,0.38095238095238093,175.0,6.714285714285714,0.23809523809523808,175.0,False,0.13680637836059434,False,0.12401476543843509,False,0.17801822016811059,False,0.01003400731051588,False,0.0,0,False
"Anchorage, AK -> Nome, AK",36,-5.75,0.19444444444444445,47.0,-8.88888888888889,0.19444444444444445,39.0,False,0.13770010726922974,False,0.027264436441051917,False,0.056778878072008106,False,0.0020241158031180837,False,0.0,0,False
"Anchorage, AK -> Phoenix, AZ",23,-1.391304347826087,0.21739130434782608,45.0,-6.869565217391305,0.391304347826087,32.0,False,0.10439614771067482,False,0.03822249516094936,False,0.10687188594190372,False,0.002685729944336348,False,0.0,0,False
"Anchorage, AK -> Portland, OR",68,-3.0588235294117645,0.20588235294117646,102.0,-6.8088235294117645,0.27941176470588236,103.0,False,0.07698020257071915,False,0.03092723949422984,False,0.033131644836631204,False,0.0008221489931995984,False,0.0,0,False
"Anchorage, AK -> Seattle, WA",435,-3.4160919540229884,0.15172413793103448,131.0,-11.204597701149424,0.15862068965517243,110.0,False,0.3400160683607422,True,0.18872405529460584,True,0.31142951102073396,False,0.012074918862748859,False,0.0,2,True
"Appleton, WI -> Atlanta, GA",56,9.910714285714286,0.30357142857142855,302.0,2.6964285714285716,0.32142857142857145,324.0,False,0.052252692879630296,False,0.03733091615047206,False,0.04667204216452725,False,0.0044674783705911355,False,0.0,0,False
"Appleton, WI -> Chicago, IL",71,15.746478873239436,0.38028169014084506,188.0,12.845070422535212,0.4084507042253521,180.0,False,0.05436588551579967,False,0.00913276884610912,False,0.05414552247658732,False,0.0018822960805693011,False,0.0,0,False
"Appleton, WI -> Detroit, MI",100,20.16,0.43,265.0,16.78,0.43,258.0,False,0.11640989954512031,False,0.016310262359449955,False,0.040946047545061544,False,0.002682337388967426,False,0.0,0,False
"Appleton, WI -> Las Vegas, NV",8,10.875,0.125,137.0,2.75,0.25,124.0,False,0.1215532149627152,False,0.10541700337257082,False,0.14335768220687733,False,0.005180138791935365,False,0.0,0,False
"Appleton, WI -> Minneapolis, MN",105,9.523809523809524,0.23809523809523808,453.0,8.447619047619048,0.41904761904761906,438.0,False,0.1555248528823145,False,0.04078080623653718,False,0.113036523778187,False,0.00707901043076661,False,0.0,0,False
"Appleton, WI -> Phoenix, AZ",9,14.0,0.4444444444444444,79.0,8.666666666666666,0.4444444444444444,90.0,False,0.08096008107976808,False,0.02883793029066589,False,0.10951602824075372,False,0.002152830356649492,False,0.0,0,False
"Appleton, WI -> Punta Gorda, FL",8,55.25,0.75,319.0,48.625,0.75,297.0,True,0.6648888453297821,False,0.030049565877693248,False,0.1577414094757079,False,0.03528184012821381,False,0.0,1,False
"Appleton, WI -> Sanford, FL",10,12.3,0.5,64.0,16.2,0.7,56.0,False,0.27496483023453033,False,0.023734132541656537,False,0.11398637092382065,False,0.004678806256229835,False,0.0,0,False
"Appleton, WI -> St. Petersburg, FL",9,3.888888888888889,0.3333333333333333,47.0,0.7777777777777778,0.4444444444444444,59.0,False,0.06421378746307072,False,0.026597621871116455,False,0.11201111863487782,False,0.0014154073102364444,False,0.0,0,False
"Arcata/Eureka, CA -> Los Angeles, CA",29,30.482758620689655,0.3103448275862069,295.0,45.58620689655172,0.8275862068965517,311.0,False,0.48864307273749036,True,0.173826432050487,True,0.2980833495394751,False,0.01863634516534884,True,0.9999999989999999,3,True
"Arcata/Eureka, CA -> San Francisco, CA",85,38.43529411764706,0.43529411764705883,387.0,37.4,0.5058823529411764,480.0,False,0.3927170992785023,False,0.023650844015525852,False,0.06434885349217573,False,0.038245820470427634,False,0.0,0,False
"Asheville, NC -> Atlanta, GA",192,11.84375,0.25,1003.0,8.177083333333334,0.3072916666666667,1004.0,False,0.4041408560946346,False,0.015315411371679322,False,0.08721090895675852,True,0.061667558574097926,False,0.0,1,False
"Asheville, NC -> Charlotte, NC",169,5.023668639053255,0.25443786982248523,217.0,1.5029585798816567,0.30177514792899407,194.0,False,0.03610926812897733,False,0.01756717394478909,False,0.021453615653921815,False,0.0013463005821408615,False,0.0,0,False
"Asheville, NC -> Chicago, IL",58,76.53448275862068,0.5172413793103449,1275.0,69.79310344827586,0.5,1269.0,True,0.851297146002745,False,0.06802910046543247,True,0.3672224090358618,True,0.09414389344352282,True,0.9999999989999999,4,True
"Asheville, NC -> Fort Lauderdale, FL",76,-3.5526315789473686,0.14473684210526316,115.0,-3.6842105263157894,0.25,121.0,False,0.09052774287413742,False,0.022498077336478784,False,0.04214903263199534,False,0.0013889467234391851,False,0.0,0,False
"Asheville, NC -> Newark, NJ",8,-7.625,0.0,0.0,-29.375,0.0,-15.0,True,0.5916649530770404,False,0.11337225214443311,True,0.2562079427137689,False,0.008496983918395254,False,0.0,2,True
"Asheville, NC -> Orlando, FL",13,1.0,0.15384615384615385,110.0,-3.6153846153846154,0.15384615384615385,106.0,False,0.086491967804091,False,0.05855914125302862,False,0.06788181993070068,False,0.0020670137597005554,False,0.0,0,False
"Asheville, NC -> Punta Gorda, FL",9,14.555555555555555,0.2222222222222222,139.0,14.333333333333334,0.4444444444444444,130.0,False,0.1123630858078684,False,0.07100558162981885,False,0.13810110221859043,False,0.005038984875171368,False,0.0,0,False
"Asheville, NC -> Sanford, FL",31,-3.032258064516129,0.22580645161290322,94.0,-8.096774193548388,0.1935483870967742,91.0,False,0.07887614004908665,False,0.022386973215971395,False,0.03726373740860139,False,0.0015200467736489075,False,0.0,0,False
"Asheville, NC -> St. Petersburg, FL",24,-0.2916666666666667,0.25,60.0,2.0416666666666665,0.4166666666666667,66.0,False,0.06166609948397584,False,0.023224511761243835,False,0.09636598929927283,False,0.0013394738832051578,False,0.0,0,False
"Asheville, NC -> Tampa, FL",11,-8.090909090909092,0.18181818181818182,5.0,-6.454545454545454,0.2727272727272727,12.0,False,0.19520610044653033,False,0.058264891810728234,False,0.12586977582568387,False,0.003027096031554647,False,0.0,0,False
"Ashland, WV -> Sanford, FL",11,19.90909090909091,0.6363636363636364,88.0,17.09090909090909,0.5454545454545454,99.0,False,0.23236873160692545,False,0.03390389747375171,False,0.10566504607021382,False,0.004510213743889636,False,0.0,0,False
"Ashland, WV -> St. Petersburg, FL",9,17.333333333333332,0.7777777777777778,98.0,14.11111111111111,0.5555555555555556,98.0,False,0.26740719057158235,False,0.04324561458792838,False,0.1369168365490542,False,0.0066161623768224605,False,0.0,0,False
"Aspen, CO -> Atlanta, GA",29,15.448275862068966,0.3103448275862069,175.0,9.172413793103448,0.27586206896551724,181.0,False,0.06686164183555418,False,0.05619153030965509,False,0.10171305199582478,False,0.003880747142962209,False,0.0,0,False
"Aspen, CO -> Chicago, IL",113,61.94690265486726,0.5663716814159292,1209.0,65.43362831858407,0.6548672566371682,1244.0,True,0.8561448796213715,False,0.07750224800997925,True,0.34253987198216457,True,0.07395534317574119,True,0.9999999989999999,4,True
"Aspen, CO -> Dallas/Fort Worth, TX",92,50.59782608695652,0.6304347826086957,1431.0,55.358695652173914,0.7282608695652174,1448.0,True,0.8897050132670984,True,0.15498894458741896,True,0.6100095559161703,True,0.11015380637568255,True,0.9999999989999999,5,True
"Aspen, CO -> Denver, CO",209,22.68421052631579,0.37320574162679426,377.0,24.492822966507177,0.4449760765550239,374.0,False,0.2318330502932832,False,0.051450092057908584,False,0.08494141542622069,False,0.006541564905731939,False,0.0,0,False
"Aspen, CO -> Houston, TX",89,17.584269662921347,0.4044943820224719,222.0,14.438202247191011,0.4157303370786517,226.0,False,0.08084256766944736,False,0.009878419309810845,False,0.04460013258968371,False,0.0021200398946878583,False,0.0,0,False
